EXTRACTOR|MEASURE|MODEL|FILTER|ROC_AUC|AUC_PR|Max. f1
EfficientNetB0_Block3|per patch|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.61850906|0.05741070|0.12638492
EfficientNetB0_Block3|per patch|SVG|(1, 1, 1)|0.62233975|0.05858826|0.13717374
EfficientNetB0_Block3|per patch|SpatialBin/SVG/0.50|(1, 1, 1)|0.62816657|0.05782088|0.13317571
EfficientNetB0_Block3|per patch|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.61404064|0.05625444|0.12505562
EfficientNetB0_Block3|per patch|BalancedDistributionSVG/500/3/0.30|(1, 1, 1)|0.51688748|0.05051504|0.10933812
EfficientNetB0_Block3|per patch|SpatialBin/SVG/0.20|(2, 2, 2)|0.57677894|0.05210959|0.11532598
EfficientNetB0_Block3|per patch|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.57231933|0.05289116|0.11236468
EfficientNetB0_Block3|per patch|SVG|(2, 2, 2)|0.56304215|0.05198844|0.11264742
EfficientNetB0_Block3|per patch|SpatialBin/SVG/0.50|(2, 2, 2)|0.57662550|0.05215508|0.11542654
EfficientNetB0_Block3|per patch|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.56361159|0.05039027|0.11187883
EfficientNetB0_Block3|per patch|BalancedDistributionSVG/500/3/0.30|(2, 2, 2)|0.52324905|0.04918281|0.09864792
EfficientNetB0_Block3|per patch|SpatialBin/SVG/0.20|(0, 1, 1)|0.63151170|0.05819825|0.13680036
EfficientNetB0_Block3|per patch|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.61946155|0.05648678|0.13046017
EfficientNetB0_Block3|per patch|SVG|(0, 1, 1)|0.61785009|0.05868964|0.13717058
EfficientNetB0_Block3|per patch|SpatialBin/SVG/0.50|(0, 1, 1)|0.63181869|0.05829980|0.13739918
EfficientNetB0_Block3|per patch|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.61865085|0.05636246|0.12963372
EfficientNetB0_Block3|per patch|BalancedDistributionSVG/500/3/0.30|(0, 1, 1)|0.51097780|0.05058871|0.11238122
EfficientNetB0_Block3|per patch|SpatialBin/SVG/0.20|(0, 2, 2)|0.58195907|0.05251712|0.11791939
EfficientNetB0_Block3|per patch|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.57507875|0.05139997|0.11514476
EfficientNetB0_Block3|per patch|SVG|(0, 2, 2)|0.56901395|0.05324475|0.11409213
EfficientNetB0_Block3|per patch|SpatialBin/SVG/0.50|(0, 2, 2)|0.58188010|0.05257810|0.11794689
EfficientNetB0_Block3|per patch|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.57531067|0.05138389|0.11511551
EfficientNetB0_Block3|per patch|BalancedDistributionSVG/500/3/0.30|(0, 2, 2)|0.52190461|0.04960919|0.10052419
EfficientNetB0_Block3|per patch|SpatialBin/SVG/0.20|(1, 0, 0)|0.65828643|0.06290730|0.14287167
EfficientNetB0_Block3|per patch|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.64362684|0.06156420|0.13346393
EfficientNetB0_Block3|per patch|SVG|(1, 0, 0)|0.63442247|0.06156083|0.14243331
EfficientNetB0_Block3|per patch|SpatialBin/SVG/0.50|(1, 0, 0)|0.65828923|0.06294514|0.14380334
EfficientNetB0_Block3|per patch|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.64044737|0.06064927|0.13197431
EfficientNetB0_Block3|per patch|BalancedDistributionSVG/500/3/0.30|(1, 0, 0)|0.50708871|0.05151539|0.11636187
EfficientNetB0_Block3|per patch|SpatialBin/SVG/0.20|(2, 0, 0)|0.65205283|0.06198578|0.13919481
EfficientNetB0_Block3|per patch|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.63411375|0.06087880|0.12953406
EfficientNetB0_Block3|per patch|SVG|(2, 0, 0)|0.63900253|0.06115090|0.14234048
EfficientNetB0_Block3|per patch|SpatialBin/SVG/0.50|(2, 0, 0)|0.65196762|0.06199932|0.13978423
EfficientNetB0_Block3|per patch|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.62798167|0.05909365|0.12803226
EfficientNetB0_Block3|per patch|BalancedDistributionSVG/500/3/0.30|(2, 0, 0)|0.51132486|0.05101016|0.11468684
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/0.20|None|0.33103287|0.34123569|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/simple_0.50|None|0.34822786|0.34856506|0.62172285
EfficientNetB0_Block3|per frame (max)|SVG|None|0.46824190|0.49818037|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/0.50|None|0.33851913|0.35138908|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/simple_0.20|None|0.40238624|0.38529470|0.61710037
EfficientNetB0_Block3|per frame (max)|BalancedDistributionSVG/500/3/0.30|None|0.46859282|0.50005890|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/0.20|(1, 1, 1)|0.39408118|0.37860901|0.62406015
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.41232893|0.38016519|0.61710037
EfficientNetB0_Block3|per frame (max)|SVG|(1, 1, 1)|0.55047374|0.53679805|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/0.50|(1, 1, 1)|0.40028073|0.38835160|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.40846883|0.38442040|0.61710037
EfficientNetB0_Block3|per frame (max)|BalancedDistributionSVG/500/3/0.30|(1, 1, 1)|0.54193473|0.53581169|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/0.20|(2, 2, 2)|0.43279916|0.38612352|0.63601533
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.44519827|0.39236407|0.63117871
EfficientNetB0_Block3|per frame (max)|SVG|(2, 2, 2)|0.60767341|0.56754372|0.65843621
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/0.50|(2, 2, 2)|0.45443912|0.39739804|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.40109954|0.38219969|0.63529412
EfficientNetB0_Block3|per frame (max)|BalancedDistributionSVG/500/3/0.30|(2, 2, 2)|0.56837057|0.55189257|0.63846154
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/0.20|(0, 1, 1)|0.36717745|0.36298996|0.62406015
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.36916598|0.35596985|0.62172285
EfficientNetB0_Block3|per frame (max)|SVG|(0, 1, 1)|0.54392327|0.53015497|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/0.50|(0, 1, 1)|0.37922564|0.37721509|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.41338168|0.38534293|0.61710037
EfficientNetB0_Block3|per frame (max)|BalancedDistributionSVG/500/3/0.30|(0, 1, 1)|0.53386361|0.52369573|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/0.20|(0, 2, 2)|0.38893438|0.36803334|0.63035019
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.38390455|0.35754676|0.61886792
EfficientNetB0_Block3|per frame (max)|SVG|(0, 2, 2)|0.59644403|0.57619722|0.61776062
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/0.50|(0, 2, 2)|0.40262019|0.37519784|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.43806293|0.38926695|0.63934426
EfficientNetB0_Block3|per frame (max)|BalancedDistributionSVG/500/3/0.30|(0, 2, 2)|0.56614809|0.54594142|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/0.20|(1, 0, 0)|0.35454439|0.34878069|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.41092525|0.38217443|0.61940299
EfficientNetB0_Block3|per frame (max)|SVG|(1, 0, 0)|0.49502866|0.51321198|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/0.50|(1, 0, 0)|0.35501228|0.35702556|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.41806059|0.39289398|0.61710037
EfficientNetB0_Block3|per frame (max)|BalancedDistributionSVG/500/3/0.30|(1, 0, 0)|0.49573049|0.51952695|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/0.20|(2, 0, 0)|0.37583343|0.35519604|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.46145748|0.40961445|0.61710037
EfficientNetB0_Block3|per frame (max)|SVG|(2, 0, 0)|0.49783600|0.51053929|0.61710037
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/0.50|(2, 0, 0)|0.37326003|0.35882885|0.61940299
EfficientNetB0_Block3|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.41923032|0.38855672|0.62121212
EfficientNetB0_Block3|per frame (max)|BalancedDistributionSVG/500/3/0.30|(2, 0, 0)|0.49830390|0.51268581|0.61710037
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/0.20|None|0.50146216|0.41379909|0.63157895
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|None|0.43069365|0.37652483|0.63358779
EfficientNetB0_Block3|per frame (sum)|SVG|None|0.63258861|0.59198925|0.63673469
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/0.50|None|0.50497134|0.41499370|0.62650602
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|None|0.42075097|0.37557274|0.63358779
EfficientNetB0_Block3|per frame (sum)|BalancedDistributionSVG/500/3/0.30|None|0.32576910|0.33857211|0.61710037
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/0.20|(1, 1, 1)|0.51994385|0.42410164|0.63157895
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.46917768|0.39478985|0.63601533
EfficientNetB0_Block3|per frame (sum)|SVG|(1, 1, 1)|0.62954732|0.58901643|0.64843750
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/0.50|(1, 1, 1)|0.52473974|0.42520381|0.63157895
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.43221429|0.38528763|0.63358779
EfficientNetB0_Block3|per frame (sum)|BalancedDistributionSVG/500/3/0.30|(1, 1, 1)|0.31266815|0.33249899|0.61940299
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/0.20|(2, 2, 2)|0.54462510|0.43432741|0.64777328
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.49537958|0.40964063|0.63813230
EfficientNetB0_Block3|per frame (sum)|SVG|(2, 2, 2)|0.60884314|0.57122225|0.65612648
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/0.50|(2, 2, 2)|0.54439116|0.43247171|0.65040650
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.43946660|0.39079929|0.63358779
EfficientNetB0_Block3|per frame (sum)|BalancedDistributionSVG/500/3/0.30|(2, 2, 2)|0.31009475|0.33134589|0.62406015
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/0.20|(0, 1, 1)|0.50146216|0.41379909|0.63157895
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.43069365|0.37652483|0.63358779
EfficientNetB0_Block3|per frame (sum)|SVG|(0, 1, 1)|0.63258861|0.59198925|0.63673469
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/0.50|(0, 1, 1)|0.50497134|0.41499370|0.62650602
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.42075097|0.37557274|0.63358779
EfficientNetB0_Block3|per frame (sum)|BalancedDistributionSVG/500/3/0.30|(0, 1, 1)|0.32576910|0.33857211|0.61710037
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/0.20|(0, 2, 2)|0.50146216|0.41379909|0.63157895
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.43069365|0.37652483|0.63358779
EfficientNetB0_Block3|per frame (sum)|SVG|(0, 2, 2)|0.63258861|0.59198925|0.63673469
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/0.50|(0, 2, 2)|0.50497134|0.41499370|0.62650602
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.42075097|0.37557274|0.63358779
EfficientNetB0_Block3|per frame (sum)|BalancedDistributionSVG/500/3/0.30|(0, 2, 2)|0.32576910|0.33857211|0.61710037
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/0.20|(1, 0, 0)|0.51994385|0.42410164|0.63157895
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.46917768|0.39478985|0.63601533
EfficientNetB0_Block3|per frame (sum)|SVG|(1, 0, 0)|0.62954732|0.58901643|0.64843750
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/0.50|(1, 0, 0)|0.52473974|0.42520381|0.63157895
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.43221429|0.38528763|0.63358779
EfficientNetB0_Block3|per frame (sum)|BalancedDistributionSVG/500/3/0.30|(1, 0, 0)|0.31266815|0.33249899|0.61940299
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/0.20|(2, 0, 0)|0.54462510|0.43432741|0.64777328
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.49537958|0.40964063|0.63813230
EfficientNetB0_Block3|per frame (sum)|SVG|(2, 0, 0)|0.60884314|0.57122225|0.65612648
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/0.50|(2, 0, 0)|0.54439116|0.43247171|0.65040650
EfficientNetB0_Block3|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.43946660|0.39079929|0.63358779
EfficientNetB0_Block3|per frame (sum)|BalancedDistributionSVG/500/3/0.30|(2, 0, 0)|0.31009475|0.33134589|0.62406015
EfficientNetB3|per patch|SpatialBin/SVG/0.20|None|0.64252277|0.08816395|0.16345556
EfficientNetB3|per patch|SpatialBin/SVG/simple_0.50|None|0.65861164|0.09817570|0.17858168
EfficientNetB3|per patch|SVG|None|0.62336567|0.08057183|0.14889815
EfficientNetB3|per patch|SpatialBin/SVG/simple_0.20|None|0.65522141|0.09804521|0.17716535
EfficientNetB3|per patch|SpatialBin/SVG/0.50|None|0.64267126|0.08754410|0.16311399
EfficientNetB3|per patch|BalancedDistributionSVG/500/39/0.30|None|0.61857738|0.08238906|0.16218236
EfficientNetB3|per patch|SpatialBin/SVG/0.20|(1, 1, 1)|0.69784024|0.10642658|0.17381738
EfficientNetB3|per patch|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.71474633|0.09983711|0.17542214
EfficientNetB3|per patch|SVG|(1, 1, 1)|0.67048259|0.09359572|0.14659197
EfficientNetB3|per patch|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.71301341|0.10514505|0.17746479
EfficientNetB3|per patch|SpatialBin/SVG/0.50|(1, 1, 1)|0.69763017|0.10574305|0.17340426
EfficientNetB3|per patch|BalancedDistributionSVG/500/39/0.30|(1, 1, 1)|0.66945562|0.09818363|0.16129032
EfficientNetB3|per patch|SpatialBin/SVG/0.20|(2, 2, 2)|0.74741955|0.12685720|0.19374431
EfficientNetB3|per patch|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.74032428|0.09581727|0.17193676
EfficientNetB3|per patch|SVG|(2, 2, 2)|0.71120671|0.10800317|0.15000938
EfficientNetB3|per patch|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.75333160|0.11440476|0.20201137
EfficientNetB3|per patch|SpatialBin/SVG/0.50|(2, 2, 2)|0.74713200|0.12586319|0.19282640
EfficientNetB3|per patch|BalancedDistributionSVG/500/39/0.30|(2, 2, 2)|0.72203641|0.11771300|0.17799241
EfficientNetB3|per patch|SpatialBin/SVG/0.20|(0, 1, 1)|0.65986489|0.09500697|0.17783858
EfficientNetB3|per patch|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.68140787|0.09799869|0.19295559
EfficientNetB3|per patch|SVG|(0, 1, 1)|0.64068007|0.08686766|0.16294028
EfficientNetB3|per patch|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.67480215|0.10324229|0.18935837
EfficientNetB3|per patch|SpatialBin/SVG/0.50|(0, 1, 1)|0.65981701|0.09414788|0.17576664
EfficientNetB3|per patch|BalancedDistributionSVG/500/39/0.30|(0, 1, 1)|0.63173125|0.08963055|0.18468146
EfficientNetB3|per patch|SpatialBin/SVG/0.20|(0, 2, 2)|0.67782741|0.10351126|0.20654045
EfficientNetB3|per patch|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.70264074|0.10305575|0.21508962
EfficientNetB3|per patch|SVG|(0, 2, 2)|0.66130134|0.09927458|0.18970409
EfficientNetB3|per patch|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.68897704|0.10932422|0.20563991
EfficientNetB3|per patch|SpatialBin/SVG/0.50|(0, 2, 2)|0.67833207|0.10284631|0.20550760
EfficientNetB3|per patch|BalancedDistributionSVG/500/39/0.30|(0, 2, 2)|0.64612197|0.09997087|0.20384163
EfficientNetB3|per patch|SpatialBin/SVG/0.20|(1, 0, 0)|0.67263507|0.09718719|0.15739034
EfficientNetB3|per patch|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.69483604|0.10430904|0.17085020
EfficientNetB3|per patch|SVG|(1, 0, 0)|0.64609153|0.08639101|0.13479574
EfficientNetB3|per patch|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.69455463|0.10600200|0.17098233
EfficientNetB3|per patch|SpatialBin/SVG/0.50|(1, 0, 0)|0.67250053|0.09669587|0.15667030
EfficientNetB3|per patch|BalancedDistributionSVG/500/39/0.30|(1, 0, 0)|0.63999777|0.08770585|0.14019417
EfficientNetB3|per patch|SpatialBin/SVG/0.20|(2, 0, 0)|0.67328389|0.09471222|0.14928124
EfficientNetB3|per patch|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.70421586|0.10481700|0.18438603
EfficientNetB3|per patch|SVG|(2, 0, 0)|0.64204350|0.08277153|0.13118313
EfficientNetB3|per patch|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.70402298|0.10647278|0.18360141
EfficientNetB3|per patch|SpatialBin/SVG/0.50|(2, 0, 0)|0.67295964|0.09419343|0.14936520
EfficientNetB3|per patch|BalancedDistributionSVG/500/39/0.30|(2, 0, 0)|0.63254692|0.08355272|0.12984925
EfficientNetB3|per frame (max)|SpatialBin/SVG/0.20|None|0.62147620|0.62144830|0.64573991
EfficientNetB3|per frame (max)|SpatialBin/SVG/simple_0.50|None|0.58790502|0.49565072|0.64220183
EfficientNetB3|per frame (max)|SVG|None|0.50871447|0.57528335|0.61710037
EfficientNetB3|per frame (max)|SpatialBin/SVG/simple_0.20|None|0.56684992|0.48495624|0.63348416
EfficientNetB3|per frame (max)|SpatialBin/SVG/0.50|None|0.61387297|0.61706899|0.63478261
EfficientNetB3|per frame (max)|BalancedDistributionSVG/500/39/0.30|None|0.51280852|0.57794282|0.61710037
EfficientNetB3|per frame (max)|SpatialBin/SVG/0.20|(1, 1, 1)|0.68592818|0.68151995|0.66292135
EfficientNetB3|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.60814130|0.46845692|0.68161435
EfficientNetB3|per frame (max)|SVG|(1, 1, 1)|0.67306118|0.64753410|0.67027027
EfficientNetB3|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.62112528|0.53218146|0.67555556
EfficientNetB3|per frame (max)|SpatialBin/SVG/0.50|(1, 1, 1)|0.67645339|0.67946438|0.66292135
EfficientNetB3|per frame (max)|BalancedDistributionSVG/500/39/0.30|(1, 1, 1)|0.72640075|0.70663099|0.68544601
EfficientNetB3|per frame (max)|SpatialBin/SVG/0.20|(2, 2, 2)|0.70932273|0.67678401|0.66960352
EfficientNetB3|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.58334308|0.44881355|0.67241379
EfficientNetB3|per frame (max)|SVG|(2, 2, 2)|0.70967365|0.65277830|0.67248908
EfficientNetB3|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.61305416|0.51472576|0.67841410
EfficientNetB3|per frame (max)|SpatialBin/SVG/0.50|(2, 2, 2)|0.70546263|0.67496324|0.66666667
EfficientNetB3|per frame (max)|BalancedDistributionSVG/500/39/0.30|(2, 2, 2)|0.74967832|0.72219978|0.68599034
EfficientNetB3|per frame (max)|SpatialBin/SVG/0.20|(0, 1, 1)|0.52111358|0.58526854|0.61710037
EfficientNetB3|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.57573985|0.49788279|0.62500000
EfficientNetB3|per frame (max)|SVG|(0, 1, 1)|0.55562054|0.59592352|0.61710037
EfficientNetB3|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.56521231|0.50452606|0.62595420
EfficientNetB3|per frame (max)|SpatialBin/SVG/0.50|(0, 1, 1)|0.51093695|0.58233064|0.61710037
EfficientNetB3|per frame (max)|BalancedDistributionSVG/500/39/0.30|(0, 1, 1)|0.55924670|0.59983565|0.61710037
EfficientNetB3|per frame (max)|SpatialBin/SVG/0.20|(0, 2, 2)|0.50309978|0.57671586|0.62641509
EfficientNetB3|per frame (max)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.55222833|0.50279692|0.62641509
EfficientNetB3|per frame (max)|SVG|(0, 2, 2)|0.51397824|0.58090563|0.61710037
EfficientNetB3|per frame (max)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.52965259|0.49815896|0.62406015
EfficientNetB3|per frame (max)|SpatialBin/SVG/0.50|(0, 2, 2)|0.49795298|0.57497978|0.62121212
EfficientNetB3|per frame (max)|BalancedDistributionSVG/500/39/0.30|(0, 2, 2)|0.51982688|0.58378814|0.61710037
EfficientNetB3|per frame (max)|SpatialBin/SVG/0.20|(1, 0, 0)|0.71751082|0.68349238|0.67811159
EfficientNetB3|per frame (max)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.60322845|0.46377934|0.68907563
EfficientNetB3|per frame (max)|SVG|(1, 0, 0)|0.68896947|0.64209658|0.66666667
EfficientNetB3|per frame (max)|SpatialBin/SVG/simple_0.20|(1, 0, 0)|0.56954030|0.48450342|0.67219917
EfficientNetB3|per frame (max)|SpatialBin/SVG/0.50|(1, 0, 0)|0.71669201|0.68597715|0.67521368
EfficientNetB3|per frame (max)|BalancedDistributionSVG/500/39/0.30|(1, 0, 0)|0.71879752|0.68997470|0.68449198
EfficientNetB3|per frame (max)|SpatialBin/SVG/0.20|(2, 0, 0)|0.75388934|0.69231492|0.69827586
EfficientNetB3|per frame (max)|SpatialBin/SVG/simple_0.50|(2, 0, 0)|0.56532928|0.43411113|0.70742358
EfficientNetB3|per frame (max)|SVG|(2, 0, 0)|0.73540765|0.65558479|0.70531401
EfficientNetB3|per frame (max)|SpatialBin/SVG/simple_0.20|(2, 0, 0)|0.57035911|0.48002122|0.68644068
EfficientNetB3|per frame (max)|SpatialBin/SVG/0.50|(2, 0, 0)|0.75342145|0.69051314|0.70129870
EfficientNetB3|per frame (max)|BalancedDistributionSVG/500/39/0.30|(2, 0, 0)|0.76207744|0.70944987|0.71921182
EfficientNetB3|per frame (sum)|SpatialBin/SVG/0.20|None|0.53678793|0.59488975|0.62641509
EfficientNetB3|per frame (sum)|SpatialBin/SVG/simple_0.50|None|0.58006784|0.53725638|0.62641509
EfficientNetB3|per frame (sum)|SVG|None|0.61820096|0.63498747|0.62121212
EfficientNetB3|per frame (sum)|SpatialBin/SVG/simple_0.20|None|0.54673061|0.52289284|0.62641509
EfficientNetB3|per frame (sum)|SpatialBin/SVG/0.50|None|0.51432916|0.58653907|0.62406015
EfficientNetB3|per frame (sum)|BalancedDistributionSVG/500/39/0.30|None|0.63457714|0.64318527|0.62121212
EfficientNetB3|per frame (sum)|SpatialBin/SVG/0.20|(1, 1, 1)|0.69189379|0.68219510|0.66981132
EfficientNetB3|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 1, 1)|0.63293953|0.51596048|0.66079295
EfficientNetB3|per frame (sum)|SVG|(1, 1, 1)|0.71470347|0.65654223|0.70000000
EfficientNetB3|per frame (sum)|SpatialBin/SVG/simple_0.20|(1, 1, 1)|0.64335010|0.56896202|0.64935065
EfficientNetB3|per frame (sum)|SpatialBin/SVG/0.50|(1, 1, 1)|0.68768277|0.67971366|0.66976744
EfficientNetB3|per frame (sum)|BalancedDistributionSVG/500/39/0.30|(1, 1, 1)|0.74020353|0.71444493|0.69406393
EfficientNetB3|per frame (sum)|SpatialBin/SVG/0.20|(2, 2, 2)|0.72335946|0.67399886|0.68156425
EfficientNetB3|per frame (sum)|SpatialBin/SVG/simple_0.50|(2, 2, 2)|0.61094865|0.47558109|0.67841410
EfficientNetB3|per frame (sum)|SVG|(2, 2, 2)|0.72441221|0.63701799|0.68686869
EfficientNetB3|per frame (sum)|SpatialBin/SVG/simple_0.20|(2, 2, 2)|0.64218037|0.54794172|0.67826087
EfficientNetB3|per frame (sum)|SpatialBin/SVG/0.50|(2, 2, 2)|0.72043514|0.67009845|0.67841410
EfficientNetB3|per frame (sum)|BalancedDistributionSVG/500/39/0.30|(2, 2, 2)|0.75728155|0.71612913|0.69306931
EfficientNetB3|per frame (sum)|SpatialBin/SVG/0.20|(0, 1, 1)|0.53678793|0.59488975|0.62641509
EfficientNetB3|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 1, 1)|0.58006784|0.53725638|0.62641509
EfficientNetB3|per frame (sum)|SVG|(0, 1, 1)|0.61820096|0.63498747|0.62121212
EfficientNetB3|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 1, 1)|0.54673061|0.52289284|0.62641509
EfficientNetB3|per frame (sum)|SpatialBin/SVG/0.50|(0, 1, 1)|0.51432916|0.58653907|0.62406015
EfficientNetB3|per frame (sum)|BalancedDistributionSVG/500/39/0.30|(0, 1, 1)|0.63457714|0.64318527|0.62121212
EfficientNetB3|per frame (sum)|SpatialBin/SVG/0.20|(0, 2, 2)|0.53678793|0.59488975|0.62641509
EfficientNetB3|per frame (sum)|SpatialBin/SVG/simple_0.50|(0, 2, 2)|0.58006784|0.53725638|0.62641509
EfficientNetB3|per frame (sum)|SVG|(0, 2, 2)|0.61820096|0.63498747|0.62121212
EfficientNetB3|per frame (sum)|SpatialBin/SVG/simple_0.20|(0, 2, 2)|0.54673061|0.52289284|0.62641509
EfficientNetB3|per frame (sum)|SpatialBin/SVG/0.50|(0, 2, 2)|0.51432916|0.58653907|0.62406015
EfficientNetB3|per frame (sum)|BalancedDistributionSVG/500/39/0.30|(0, 2, 2)|0.63457714|0.64318527|0.62121212
EfficientNetB3|per frame (sum)|SpatialBin/SVG/0.20|(1, 0, 0)|0.69189379|0.68219510|0.66981132
EfficientNetB3|per frame (sum)|SpatialBin/SVG/simple_0.50|(1, 0, 0)|0.63293953|0.51596048|0.66079295
